"Año-Mes","Ejercicio","Mes","Código","Nombre Cuenta","Naturaleza","Saldo Anterior","Saldo Final","Δ Saldos","Mov Cargo","Mov Abono","Mov Neto","Diferencia","Abs Diff","Categoría","Pólizas relacionadas"
"2025-12","2025","12","610002900000000000002","PAPELERIA Y ARTICULOS PARA OFICINA","deudora","32183.41","32887.28","703.87","703.87","32887.28","-32183.41","32887.28","32887.28","Cierre ejercicio (Dic/Ene)","egreso#41 2025-12-15 | diario#3 2025-12-31 | egreso#25 2025-12-12"
"2026-01","2026","1","610002900000000000002","PAPELERIA Y ARTICULOS PARA OFICINA","deudora","32887.28","1031.88","-31855.40","1031.88","0.00","1031.88","-32887.28","32887.28","Cierre ejercicio (Dic/Ene)","egreso#22 2026-01-15 | egreso#58 2026-01-28"
"2025-12","2025","12","410000100000000000002","VENTAS AL 16%","acreedora","26948.40","29719.70","2771.30","29719.70","2771.30","-26948.40","29719.70","29719.70","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31 | ingreso#12 2025-12-15"
"2026-01","2026","1","410000100000000000002","VENTAS AL 16%","acreedora","29719.70","2758.91","-26960.79","0.00","2758.91","2758.91","-29719.70","29719.70","Cierre ejercicio (Dic/Ene)","ingreso#5 2026-01-08"
"2023-08","2023","8","112000100100000000003","BANORTE CTA.1226811847","deudora","193.72","73230.64","73036.92","188045.94","143707.02","44338.92","28698.00","28698.00","Ajuste manual sin póliza","diario#100001 2023-08-04 | diario#100002 2023-08-07 | diario#100003 2023-08-11 | diario#100004 2023-08-11 | diario#100005 2023-08-17 | diario#100006 2023-08-18 | diario#1 2023-08-04 | diario#2 2023-08-08 | diario#3 2023-08-09 | diario#5 2023-08-12 | diario#6 2023-08-14 | diario#7 2023-08-15 | diario#8 2023-08-18 | diario#9 2023-08-22 | diario#100007 2023-08-19 | diario#100008 2023-08-21 | diario#100009 2023-08-25 | diario#100010 2023-08-28 | diario#100011 2023-08-31 | diario#4 2023-08-11 | diario#10 2023-08-24 | diario#11 2023-08-25 | diario#12 2023-08-28 | diario#13 2023-08-29 | diario#14 2023-08-30 | diario#15 2023-08-31"
"2025-12","2025","12","610002500000000000002","MANTTO. DE OFICINAS","deudora","26581.02","26667.23","86.21","86.21","26667.23","-26581.02","26667.23","26667.23","Cierre ejercicio (Dic/Ene)","egreso#12 2025-12-08 | diario#3 2025-12-31"
"2026-01","2026","1","610002500000000000002","MANTTO. DE OFICINAS","deudora","26667.23","0.00","-26667.23","0.00","0.00","0.00","-26667.23","26667.23","Cierre ejercicio (Dic/Ene)",""
"2024-02","2024","2","112000100100000000003","BANORTE CTA.1226811847","deudora","39771.51","80096.82","40325.31","531104.46","516545.35","14559.11","25766.20","25766.20","Ajuste manual sin póliza","diario#100001 2024-02-06 | diario#100002 2024-02-06 | diario#100003 2024-02-06 | diario#100004 2024-02-06 | diario#100005 2024-02-09 | diario#100006 2024-02-09 | diario#100007 2024-02-12 | diario#100010 2024-02-13 | diario#100009 2024-02-13 | diario#100012 2024-02-14 | diario#100013 2024-02-14 | diario#100014 2024-02-14 | diario#100016 2024-02-16 | diario#100017 2024-02-19 | diario#100018 2024-02-19 | diario#100019 2024-02-19 | diario#100020 2024-02-19 | diario#100021 2024-02-19 | diario#100008 2024-02-12 | diario#100011 2024-02-14 | diario#100015 2024-02-14 | diario#1 2024-02-01 | diario#2 2024-02-02 | diario#3 2024-02-06 | diario#4 2024-02-07 | diario#5 2024-02-09 | diario#6 2024-02-12 | diario#7 2024-02-13 | diario#8 2024-02-14 | diario#9 2024-02-15 | diario#10 2024-02-16 | diario#11 2024-02-19 | diario#12 2024-02-20 | diario#13 2024-02-22 | diario#100022 2024-02-21 | diario#100023 2024-02-21 | diario#100024 2024-02-23 | diario#100025 2024-02-23 | diario#100027 2024-02-26 | diario#100028 2024-02-26 | diario#100029 2024-02-27 | diario#100030 2024-02-27 | diario#100031 2024-02-27 | diario#100033 2024-02-27 | diario#100034 2024-02-27 | diario#100035 2024-02-27 | diario#100036 2024-02-27 | diario#100037 2024-02-27 | diario#14 2024-02-23 | diario#15 2024-02-26 | diario#16 2024-02-27 | diario#100038 2024-02-29 | diario#100039 2024-02-29 | diario#100040 2024-02-29 | diario#100026 2024-02-23 | diario#100032 2024-02-27 | diario#17 2024-02-28 | diario#19 2024-02-29"
"2024-12","2024","12","610001800000000000002","APORTACIONES AL SAR","deudora","20507.95","24849.41","4341.46","4341.46","24849.41","-20507.95","24849.41","24849.41","Cierre ejercicio (Dic/Ene)","diario#49 2024-12-31 | diario#4 2024-12-31"
"2025-01","2025","1","610001800000000000002","APORTACIONES AL SAR","deudora","24849.41","0.00","-24849.41","0.00","0.00","0.00","-24849.41","24849.41","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610005600000000000002","OTROS GASTOS DE VENTA","deudora","24823.60","24823.60","0.00","0.00","24823.60","-24823.60","24823.60","24823.60","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610005600000000000002","OTROS GASTOS DE VENTA","deudora","24823.60","0.00","-24823.60","0.00","0.00","0.00","-24823.60","24823.60","Cierre ejercicio (Dic/Ene)",""
"2024-01","2024","1","136000200000000000002","DEPRECIACION EQUIPO DE TRANSPORTE","acreedora","-11508.13","15344.17","26852.29","0.00","3836.04","3836.04","23016.25","23016.25","Cierre ejercicio (Dic/Ene)","diario#23 2024-01-31"
"2024-01","2024","1","620004000000000000002","ENERGIA ELECTRICA","deudora","22682.91","0.00","-22682.91","0.00","0.00","0.00","-22682.91","22682.91","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620004000000000000002","ENERGIA ELECTRICA","deudora","14744.94","22682.91","7937.97","7937.97","22682.91","-14744.94","22682.91","22682.91","Cierre ejercicio (Dic/Ene)","diario#100018 2023-12-19 | diario#2 2023-12-31"
"2023-12","2023","12","620001800000000000002","APORTACIONES AL INFONAVIT","deudora","14323.55","21950.46","7626.91","7626.91","21950.46","-14323.55","21950.46","21950.46","Cierre ejercicio (Dic/Ene)","diario#2 2023-12-31 | diario#27 2023-12-31"
"2024-01","2024","1","620001800000000000002","APORTACIONES AL INFONAVIT","deudora","21950.46","0.00","-21950.46","0.00","0.00","0.00","-21950.46","21950.46","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620005700000000000002","CESANTIA Y VEJEZ","deudora","13968.25","21406.04","7437.79","7437.79","21406.04","-13968.25","21406.04","21406.04","Cierre ejercicio (Dic/Ene)","diario#27 2023-12-31 | diario#2 2023-12-31"
"2024-01","2024","1","620005700000000000002","CESANTIA Y VEJEZ","deudora","21406.04","0.00","-21406.04","0.00","0.00","0.00","-21406.04","21406.04","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610007100000000000002","INDEMNIZACION","deudora","20963.18","20963.18","0.00","0.00","20963.18","-20963.18","20963.18","20963.18","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610007100000000000002","INDEMNIZACION","deudora","20963.18","0.00","-20963.18","0.00","0.00","0.00","-20963.18","20963.18","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610002100000000000002","DESPENSA Y ART. ASEO PARA OFNA","deudora","16921.53","20249.74","3328.21","3328.21","20249.74","-16921.53","20249.74","20249.74","Cierre ejercicio (Dic/Ene)","egreso#13 2025-12-08 | egreso#57 2025-12-19 | egreso#88 2025-12-30 | diario#3 2025-12-31 | egreso#5 2025-12-04 | egreso#46 2025-12-19 | egreso#64 2025-12-23 | egreso#74 2025-12-27 | egreso#82 2025-12-30 | egreso#85 2025-12-30 | egreso#86 2025-12-30 | egreso#91 2025-12-30"
"2026-01","2026","1","610002100000000000002","DESPENSA Y ART. ASEO PARA OFNA","deudora","20249.74","2016.28","-18233.46","2016.28","0.00","2016.28","-20249.74","20249.74","Cierre ejercicio (Dic/Ene)","egreso#19 2026-01-12 | egreso#26 2026-01-19 | egreso#70 2026-01-30 | egreso#71 2026-01-30 | egreso#7 2026-01-07 | egreso#61 2026-01-29 | egreso#67 2026-01-30"
"2024-01","2024","1","620000500000000000002","AGUINALDO","deudora","19502.87","0.00","-19502.87","0.00","0.00","0.00","-19502.87","19502.87","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620000500000000000002","AGUINALDO","deudora","2973.06","19502.87","16529.81","16529.81","19502.87","-2973.06","19502.87","19502.87","Cierre ejercicio (Dic/Ene)","diario#100008 2023-12-08 | diario#100007 2023-12-08 | diario#2 2023-12-31"
"2024-12","2024","12","610002100000000000002","DESPENSA Y ART. ASEO PARA OFNA","deudora","18844.43","18903.28","58.85","58.85","18903.28","-18844.43","18903.28","18903.28","Cierre ejercicio (Dic/Ene)","egreso#18 2024-12-09 | egreso#55 2024-12-30 | diario#4 2024-12-31"
"2025-01","2025","1","610002100000000000002","DESPENSA Y ART. ASEO PARA OFNA","deudora","18903.28","0.00","-18903.28","0.00","0.00","0.00","-18903.28","18903.28","Cierre ejercicio (Dic/Ene)",""
"2025-01","2025","1","610002000000000000002","IMPUESTO SOBRE NOMINA","deudora","18901.51","1839.00","-17062.51","1839.00","0.00","1839.00","-18901.51","18901.51","Cierre ejercicio (Dic/Ene)","diario#47 2025-01-31"
"2024-12","2024","12","610002000000000000002","IMPUESTO SOBRE NOMINA","deudora","14464.00","18901.51","4437.51","4437.51","18901.51","-14464.00","18901.51","18901.51","Cierre ejercicio (Dic/Ene)","diario#46 2024-12-31 | diario#4 2024-12-31"
"2025-12","2025","12","630000500000000000002","DEPRECIACION MAQUINARIA Y EQUIPO","deudora","16670.05","18488.19","1818.14","1818.14","18488.19","-16670.05","18488.19","18488.19","Cierre ejercicio (Dic/Ene)","diario#57 2025-12-31 | diario#3 2025-12-31"
"2026-01","2026","1","630000500000000000002","DEPRECIACION MAQUINARIA Y EQUIPO","deudora","18488.19","1818.14","-16670.05","1818.14","0.00","1818.14","-18488.19","18488.19","Cierre ejercicio (Dic/Ene)","diario#51 2026-01-31"
"2024-12","2024","12","610005500000000000002","NO DEDUCIBLES","deudora","4468.43","18182.96","13714.53","13714.53","18182.96","-4468.43","18182.96","18182.96","Cierre ejercicio (Dic/Ene)","egreso#76 2024-12-31 | diario#100056 2024-12-20 | diario#100021 2024-12-09 | diario#4 2024-12-31"
"2025-01","2025","1","610005500000000000002","NO DEDUCIBLES","deudora","18182.96","19.60","-18163.36","19.60","0.00","19.60","-18182.96","18182.96","Cierre ejercicio (Dic/Ene)","diario#100029 2025-01-10 | diario#100086 2025-01-27 | egreso#9 2025-01-09 | egreso#23 2025-01-15 | egreso#30 2025-01-16 | egreso#45 2025-01-22 | egreso#50 2025-01-24 | diario#100101 2025-01-31"
"2025-12","2025","12","610006700000000000002","CASETAS, PEAJES","deudora","14669.03","17898.33","3229.30","3229.30","17898.33","-14669.03","17898.33","17898.33","Cierre ejercicio (Dic/Ene)","egreso#8 2025-12-05 | egreso#17 2025-12-08 | egreso#40 2025-12-15 | egreso#58 2025-12-19 | egreso#60 2025-12-22 | egreso#61 2025-12-22 | egreso#18 2025-12-08 | egreso#31 2025-12-12 | egreso#32 2025-12-12 | egreso#39 2025-12-15 | egreso#47 2025-12-18 | egreso#70 2025-12-27 | egreso#71 2025-12-27 | egreso#76 2025-12-29 | egreso#77 2025-12-29 | diario#3 2025-12-31"
"2026-01","2026","1","610006700000000000002","CASETAS, PEAJES","deudora","17898.33","3882.77","-14015.56","3882.77","0.00","3882.77","-17898.33","17898.33","Cierre ejercicio (Dic/Ene)","egreso#28 2026-01-19 | egreso#29 2026-01-19 | egreso#30 2026-01-19 | egreso#31 2026-01-19 | egreso#2 2026-01-05 | egreso#9 2026-01-07 | egreso#10 2026-01-07 | egreso#15 2026-01-09 | egreso#38 2026-01-21 | egreso#41 2026-01-23 | egreso#49 2026-01-26 | egreso#50 2026-01-26 | egreso#51 2026-01-26 | egreso#66 2026-01-30"
"2024-12","2024","12","610002900000000000002","PAPELERIA Y ARTICULOS PARA OFICINA","deudora","15398.46","17807.25","2408.79","2408.79","17807.25","-15398.46","17807.25","17807.25","Cierre ejercicio (Dic/Ene)","diario#100033 2024-12-16 | egreso#2 2024-12-02 | egreso#52 2024-12-30 | diario#4 2024-12-31"
"2025-01","2025","1","610002900000000000002","PAPELERIA Y ARTICULOS PARA OFICINA","deudora","17807.25","1210.35","-16596.90","1210.35","0.00","1210.35","-17807.25","17807.25","Cierre ejercicio (Dic/Ene)","egreso#20 2025-01-13 | egreso#21 2025-01-15 | egreso#48 2025-01-24 | diario#45 2025-01-27"
"2024-12","2024","12","214000300000000000002","ISR POR PAGAR","acreedora","0.00","0.00","0.00","0.00","17787.64","17787.64","-17787.64","17787.64","Cierre ejercicio (Dic/Ene)","diario#1 2024-12-31"
"2025-01","2025","1","214000300000000000002","ISR POR PAGAR","acreedora","0.00","17787.64","17787.64","0.00","0.00","0.00","17787.64","17787.64","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610002500000000000002","MANTTO. DE OFICINAS","deudora","16671.51","16705.13","33.62","33.62","16705.13","-16671.51","16705.13","16705.13","Cierre ejercicio (Dic/Ene)","egreso#20 2024-12-11 | diario#4 2024-12-31"
"2025-01","2025","1","610002500000000000002","MANTTO. DE OFICINAS","deudora","16705.13","543.10","-16162.03","543.10","0.00","543.10","-16705.13","16705.13","Cierre ejercicio (Dic/Ene)","egreso#32 2025-01-17"
"2025-12","2025","12","610000700000000000002","VACACIONES","deudora","16002.33","16002.33","0.00","0.00","16002.33","-16002.33","16002.33","16002.33","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610000700000000000002","VACACIONES","deudora","16002.33","0.00","-16002.33","0.00","0.00","0.00","-16002.33","16002.33","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610005500000000000002","NO DEDUCIBLES","deudora","14440.96","14797.72","356.76","356.76","14797.72","-14440.96","14797.72","14797.72","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31 | egreso#68 2025-12-24 | diario#60 2025-12-31"
"2026-01","2026","1","610005500000000000002","NO DEDUCIBLES","deudora","14797.72","0.00","-14797.72","0.00","0.00","0.00","-14797.72","14797.72","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620005900000000000002","RECOLECCION DE BASURA","deudora","0.00","12931.04","12931.04","12931.04","12931.04","0.00","12931.04","12931.04","Cierre ejercicio (Dic/Ene)","diario#12 2023-12-28 | diario#2 2023-12-31"
"2024-01","2024","1","620005900000000000002","RECOLECCION DE BASURA","deudora","12931.04","0.00","-12931.04","0.00","0.00","0.00","-12931.04","12931.04","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610000800000000000002","PRIMA VACACIONAL","deudora","10134.16","12085.76","1951.60","1951.60","12085.76","-10134.16","12085.76","12085.76","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31 | diario#100041 2025-12-20"
"2026-01","2026","1","610000800000000000002","PRIMA VACACIONAL","deudora","12085.76","0.00","-12085.76","0.00","0.00","0.00","-12085.76","12085.76","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","630000200000000000002","DEPRECIACION EQUIPO DE TRANSPORTE","deudora","7672.08","11508.13","3836.04","3836.04","11508.13","-7672.09","11508.13","11508.13","Cierre ejercicio (Dic/Ene)","diario#29 2023-12-31 | diario#2 2023-12-31"
"2024-01","2024","1","630000200000000000002","DEPRECIACION EQUIPO DE TRANSPORTE","deudora","11508.13","3836.04","-7672.08","3836.04","0.00","3836.04","-11508.12","11508.12","Cierre ejercicio (Dic/Ene)","diario#23 2024-01-31"
"2025-12","2025","12","610004700000000000002","ALIMENTACION","deudora","11090.08","11090.08","0.00","0.00","11090.08","-11090.08","11090.08","11090.08","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610004700000000000002","ALIMENTACION","deudora","11090.08","0.00","-11090.08","0.00","0.00","0.00","-11090.08","11090.08","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","212000108000000000003","P.T.U.","acreedora","0.00","0.00","0.00","0.00","10667.37","10667.37","-10667.37","10667.37","Cierre ejercicio (Dic/Ene)","diario#1 2024-12-31"
"2025-01","2025","1","212000108000000000003","P.T.U.","acreedora","0.00","10667.37","10667.37","0.00","0.00","0.00","10667.37","10667.37","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620005800000000000002","INDEMNIZACION","deudora","0.00","10286.37","10286.37","10286.37","10286.37","0.00","10286.37","10286.37","Cierre ejercicio (Dic/Ene)","diario#100007 2023-12-08 | diario#2 2023-12-31"
"2024-01","2024","1","620005800000000000002","INDEMNIZACION","deudora","10286.37","0.00","-10286.37","0.00","0.00","0.00","-10286.37","10286.37","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610002600000000000002","SEGUROS Y FIANZAS","deudora","8775.81","9522.86","747.05","747.05","9522.86","-8775.81","9522.86","9522.86","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31 | diario#56 2025-12-31"
"2026-01","2026","1","610002600000000000002","SEGUROS Y FIANZAS","deudora","9522.86","747.05","-8775.81","747.05","0.00","747.05","-9522.86","9522.86","Cierre ejercicio (Dic/Ene)","diario#50 2026-01-31"
"2024-12","2024","12","610005800000000000002","UNIFORMES","deudora","9454.96","9454.96","0.00","0.00","9454.96","-9454.96","9454.96","9454.96","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610005800000000000002","UNIFORMES","deudora","9454.96","0.00","-9454.96","0.00","0.00","0.00","-9454.96","9454.96","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006300000000000002","MANTTO. EQ. REFRIGERACION","deudora","8995.68","8995.68","0.00","0.00","8995.68","-8995.68","8995.68","8995.68","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610006300000000000002","MANTTO. EQ. REFRIGERACION","deudora","8995.68","0.00","-8995.68","0.00","0.00","0.00","-8995.68","8995.68","Cierre ejercicio (Dic/Ene)",""
"2023-12","2023","12","620001700000000000002","APORTACIONES AL SAR","deudora","5729.43","8780.23","3050.80","3050.80","8780.23","-5729.43","8780.23","8780.23","Cierre ejercicio (Dic/Ene)","diario#2 2023-12-31 | diario#27 2023-12-31"
"2024-01","2024","1","620001700000000000002","APORTACIONES AL SAR","deudora","8780.23","0.00","-8780.23","0.00","0.00","0.00","-8780.23","8780.23","Cierre ejercicio (Dic/Ene)",""
"2025-12","2025","12","610007000000000000002","HERRAMIENTAS DE TRABAJO","deudora","8507.58","8507.58","0.00","0.00","8507.58","-8507.58","8507.58","8507.58","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610007000000000000002","HERRAMIENTAS DE TRABAJO","deudora","8507.58","0.00","-8507.58","0.00","0.00","0.00","-8507.58","8507.58","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610002600000000000002","SEGUROS Y FIANZAS","deudora","7100.64","7861.22","760.58","760.58","7861.22","-7100.64","7861.22","7861.22","Cierre ejercicio (Dic/Ene)","diario#50 2024-12-31 | diario#4 2024-12-31"
"2025-01","2025","1","610002600000000000002","SEGUROS Y FIANZAS","deudora","7861.22","760.56","-7100.66","760.56","0.00","760.56","-7861.22","7861.22","Cierre ejercicio (Dic/Ene)","diario#50 2025-01-31"
"2025-12","2025","12","610006300000000000002","MANTTO. EQ. REFRIGERACION","deudora","7829.31","7829.31","0.00","0.00","7829.31","-7829.31","7829.31","7829.31","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2026-01","2026","1","610006300000000000002","MANTTO. EQ. REFRIGERACION","deudora","7829.31","0.00","-7829.31","0.00","0.00","0.00","-7829.31","7829.31","Cierre ejercicio (Dic/Ene)",""
"2023-10","2023","10","136000200000000000002","DEPRECIACION EQUIPO DE TRANSPORTE","acreedora","0.00","-3836.04","-3836.04","0.00","3836.04","3836.04","-7672.08","7672.08","Ajuste manual sin póliza","diario#23 2023-10-31"
"2023-12","2023","12","136000200000000000002","DEPRECIACION EQUIPO DE TRANSPORTE","acreedora","-7672.08","-11508.13","-3836.04","0.00","3836.04","3836.04","-7672.08","7672.08","Cierre ejercicio (Dic/Ene)","diario#29 2023-12-31"
"2023-11","2023","11","136000200000000000002","DEPRECIACION EQUIPO DE TRANSPORTE","acreedora","-3836.04","-7672.08","-3836.04","0.00","3836.04","3836.04","-7672.08","7672.08","Ajuste manual sin póliza","diario#22 2023-11-30"
"2024-12","2024","12","610000700000000000002","VACACIONES","deudora","7198.54","7198.54","0.00","0.00","7198.54","-7198.54","7198.54","7198.54","Cierre ejercicio (Dic/Ene)","diario#4 2024-12-31"
"2025-01","2025","1","610000700000000000002","VACACIONES","deudora","7198.54","0.00","-7198.54","0.00","0.00","0.00","-7198.54","7198.54","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006700000000000002","CASETAS, PEAJES","deudora","5925.79","7098.21","1172.42","1172.42","7098.21","-5925.79","7098.21","7098.21","Cierre ejercicio (Dic/Ene)","egreso#68 2024-12-31 | egreso#14 2024-12-09 | egreso#16 2024-12-09 | egreso#17 2024-12-09 | egreso#38 2024-12-18 | egreso#40 2024-12-19 | egreso#45 2024-12-26 | egreso#47 2024-12-26 | egreso#46 2024-12-26 | egreso#48 2024-12-26 | diario#4 2024-12-31"
"2025-01","2025","1","610006700000000000002","CASETAS, PEAJES","deudora","7098.21","468.11","-6630.10","468.11","0.00","468.11","-7098.21","7098.21","Cierre ejercicio (Dic/Ene)","egreso#18 2025-01-13 | egreso#42 2025-01-22 | egreso#49 2025-01-24"
"2026-01","2026","1","610005900000000000002","COMISIONES BANCARIAS","deudora","6564.96","1763.35","-4801.61","1763.35","0.00","1763.35","-6564.96","6564.96","Cierre ejercicio (Dic/Ene)","egreso#72 2026-01-31"
"2025-12","2025","12","610005900000000000002","COMISIONES BANCARIAS","deudora","6564.96","6564.96","0.00","0.00","6564.96","-6564.96","6564.96","6564.96","Cierre ejercicio (Dic/Ene)","diario#3 2025-12-31"
"2024-12","2024","12","610000800000000000002","PRIMA VACACIONAL","deudora","3346.97","6387.88","3040.91","3040.91","6387.88","-3346.97","6387.88","6387.88","Cierre ejercicio (Dic/Ene)","diario#100060 2024-12-23 | diario#4 2024-12-31"
"2025-01","2025","1","610000800000000000002","PRIMA VACACIONAL","deudora","6387.88","0.00","-6387.88","0.00","0.00","0.00","-6387.88","6387.88","Cierre ejercicio (Dic/Ene)",""
"2024-12","2024","12","610006500000000000002","RECARGAS TELEFONICAS","deudora","5775.78","6379.22","603.44","603.44","6379.22","-5775.78","6379.22","6379.22","Cierre ejercicio (Dic/Ene)","egreso#49 2024-12-27 | egreso#62 2024-12-30 | egreso#63 2024-12-30 | diario#4 2024-12-31"
"2025-01","2025","1","610006500000000000002","RECARGAS TELEFONICAS","deudora","6379.22","330.62","-6048.60","330.62","0.00","330.62","-6379.22","6379.22","Cierre ejercicio (Dic/Ene)","egreso#10 2025-01-09 | egreso#40 2025-01-22"
"2025-12","2025","12","610006500000000000002","RECARGAS TELEFONICAS","deudora","5710.72","6359.42","648.70","648.70","6359.42","-5710.72","6359.42","6359.42","Cierre ejercicio (Dic/Ene)","egreso#56 2025-12-19 | egreso#30 2025-12-12 | egreso#69 2025-12-27 | egreso#81 2025-12-30 | egreso#93 2025-12-31 | diario#3 2025-12-31"
"2026-01","2026","1","610006500000000000002","RECARGAS TELEFONICAS","deudora","6359.42","474.13","-5885.29","474.13","0.00","474.13","-6359.42","6359.42","Cierre ejercicio (Dic/Ene)","egreso#44 2026-01-23 | egreso#48 2026-01-26"
